id,x,y,name,type,floor
N336,1022.0,1643.0,corr N336,corridor,3
N337,1116.0,1055.0,corr N337,corridor,3
N338,1221.0,1059.0,corr N338,corridor,3
N339,1171.0,1057.0,corr N339,corridor,3
N340,1829.0,637.0,corr N340,corridor,3
N341,1829.0,1139.0,corr N341,corridor,3
N342,1829.0,1089.0,corr N342,corridor,3
N343,1829.0,1039.0,corr N343,corridor,3
N344,1829.0,989.0,corr N344,corridor,3
N345,1829.0,939.0,corr N345,corridor,3
N346,1829.0,889.0,corr N346,corridor,3
N347,1829.0,839.0,corr N347,corridor,3
N348,1829.0,789.0,corr N348,corridor,3
N349,1829.0,689.0,corr N349,corridor,3
N350,1879.0,793.0,corr N350,corridor,3
N351,1873.0,1012.0,corr N351,corridor,3
N352,1878.0,843.0,corr N352,corridor,3
N353,1876.0,893.0,corr N353,corridor,3
N354,1875.0,943.0,corr N354,corridor,3
N355,1779.0,791.0,corr N355,corridor,3
N356,1729.0,793.0,corr N356,corridor,3
N357,1623.0,727.0,corr N357,corridor,3
N358,1613.0,924.0,corr N358,corridor,3
N359,1627.0,845.0,corr N359,corridor,3
N360,2229.0,1191.0,corr N360,corridor,3
N361,2279.0,1189.0,corr N361,corridor,3
N362,2329.0,1187.0,corr N362,corridor,3
